Time,Counter,ax,ay,az,gx,gy,gz,mx,my,mz,roll,yaw,pitch,q0,q1,q2,q3,
06.17 13:17:18,577111,2.94008,-0.09098,9.90242,0.19281,0.11292,-0.93424,33.04749,-8.22449,29.15955,-4.88860,-127.80564,-13.89687,-0.43164,0.12717,0.01515,0.89289,
06.17 13:17:18,577112,2.86825,-0.01437,9.79707,0.11931,0.14488,-1.06207,33.04749,-8.22449,29.15955,-4.61225,-128.42154,-13.85989,-0.42717,0.12593,0.01649,0.89519,
06.17 13:17:18,577113,2.80122,-0.14844,9.80665,0.00426,0.14061,-1.15901,33.34656,-8.22449,29.15955,-4.43842,-128.93738,-13.83113,-0.42334,0.12514,0.01717,0.89711,
06.17 13:17:18,577114,2.58095,-0.45490,10.04607,-0.07670,0.11611,-1.18990,33.04749,-8.52356,30.65491,-4.29746,-129.54971,-13.80962,-0.41871,0.12454,0.01753,0.89936,
06.17 13:17:18,577115,2.29365,-0.97683,10.26634,-0.04474,0.15340,-1.07379,35.29053,-10.16846,29.90723,-4.16308,-130.19977,-13.77695,-0.41377,0.12390,0.01776,0.90173,
06.17 13:17:18,577116,2.08296,-1.13964,10.31901,-0.06924,0.14061,-0.88097,33.94470,-10.01892,28.56140,-4.04124,-130.69055,-13.73242,-0.41007,0.12319,0.01803,0.90351,
06.17 13:17:18,577117,2.02549,-1.12049,10.37168,-0.33023,0.14914,-0.81386,33.94470,-10.01892,28.56140,-4.05978,-131.19249,-13.66965,-0.40613,0.12284,0.01711,0.90536,
06.17 13:17:18,577118,2.18351,-1.04387,10.40520,-0.41652,0.15233,-0.80747,32.74841,-9.42078,28.86047,-4.14630,-131.55243,-13.62149,-0.40323,0.12282,0.01587,0.90668,
06.17 13:17:18,577119,2.34153,-0.95289,10.35732,-0.43569,0.20986,-0.81706,33.04749,-9.42078,29.45862,-4.26862,-131.95737,-13.55342,-0.39994,0.12276,0.01422,0.90817,
06.17 13:17:18,577120,2.39899,-0.85234,10.21845,-0.46659,0.26419,-0.79149,33.94470,-9.71985,30.35583,-4.41494,-132.40427,-13.44288,-0.39632,0.12245,0.01219,0.90982,
06.17 13:17:18,577121,1.84354,-0.45490,10.36211,-0.54648,0.36645,-0.79469,34.54285,-10.91614,29.75769,-4.57935,-132.80008,-13.30394,-0.39310,0.12195,0.00998,0.91131,
06.17 13:17:18,577122,1.60412,-0.33519,10.60631,-0.51772,0.53476,-0.73610,35.14099,-11.21521,30.35583,-4.77294,-133.20380,-13.09270,-0.38983,0.12097,0.00727,0.91286,
06.17 13:17:18,577123,1.81002,-0.51715,10.76433,-0.11824,0.70734,-0.54861,34.24377,-10.61707,29.15955,-4.86729,-133.56026,-12.73806,-0.38715,0.11849,0.00492,0.91434,
06.17 13:17:18,577124,1.89621,-0.54109,10.58237,0.37071,0.68177,-0.48150,32.89795,-10.76660,29.01001,-4.69905,-133.81848,-12.37640,-0.38552,0.11506,0.00475,0.91547,
06.17 13:17:18,577125,2.13084,-0.57461,10.13226,0.58696,0.76273,-0.41439,32.89795,-10.76660,29.01001,-4.29104,-134.09311,-11.92373,-0.38403,0.11010,0.00619,0.91670,
06.17 13:17:18,577126,2.34153,-0.84276,9.92636,0.64448,0.68497,-0.38989,33.94470,-10.31799,30.35583,-3.93250,-134.25993,-11.57198,-0.38325,0.10610,0.00771,0.91748,
06.17 13:17:18,577127,2.34153,-1.07739,9.61033,0.62318,0.58270,-0.39628,32.15027,-10.61707,29.75769,-3.51851,-134.44411,-11.22700,-0.38236,0.10198,0.00969,0.91830,
06.17 13:17:18,577128,2.24576,-1.28808,9.37569,0.40054,0.48150,-0.38350,34.09424,-9.86938,30.20630,-3.15645,-134.64204,-10.92869,-0.38126,0.09840,0.01141,0.91913,
06.17 13:17:18,577129,2.08774,-0.94810,9.53850,0.14168,0.43356,-0.35473,33.34656,-10.31799,30.65491,-2.95922,-134.79961,-10.68779,-0.38029,0.09583,0.01205,0.91979,
06.17 13:17:18,577130,1.88184,-0.70390,9.76834,-0.14807,0.48043,-0.33130,33.04749,-10.61707,29.15955,-2.94012,-134.94145,-10.44420,-0.37929,0.09383,0.01127,0.92042,
06.17 13:17:18,577131,1.68552,-0.48842,10.02692,-0.16299,0.58909,-0.31638,34.69238,-10.46753,29.60815,-3.00551,-135.09796,-10.13301,-0.37814,0.09157,0.00957,0.92114,
06.17 13:17:18,577132,1.56102,-0.45490,9.95988,-0.01811,0.68070,-0.28123,33.94470,-10.31799,28.86047,-3.01906,-135.22086,-9.77986,-0.37731,0.08879,0.00819,0.92177,
06.17 13:17:18,577133,1.25456,-0.20111,9.79228,0.07883,0.63277,-0.32491,33.94470,-10.31799,28.86047,-2.93932,-135.37918,-9.35481,-0.37630,0.08512,0.00730,0.92253,
06.17 13:17:18,577134,1.09176,-0.28252,9.66300,0.04155,0.50387,-0.35793,35.44006,-11.21521,27.66418,-2.87498,-135.50673,-9.07454,-0.37546,0.08266,0.00680,0.92311,
06.17 13:17:18,577135,1.06781,-0.41659,9.59117,0.11079,0.34515,-0.38563,34.69238,-10.76660,28.11279,-2.80053,-135.66716,-8.85890,-0.37431,0.08070,0.00657,0.92375,
06.17 13:17:18,577136,1.13485,-0.25379,9.57202,0.27590,0.21412,-0.38030,34.54285,-10.31799,27.96326,-2.63026,-135.84749,-8.70617,-0.37305,0.07892,0.00731,0.92441,
06.17 13:17:18,577137,1.29287,-0.21548,9.51935,0.31532,0.12037,-0.40267,34.99146,-10.46753,26.91650,-2.42860,-136.00877,-8.62022,-0.37192,0.07758,0.00855,0.92497,
06.17 13:17:18,577138,1.55623,-0.17238,9.40921,0.28762,0.04794,-0.47404,34.99146,-10.46753,26.91650,-2.18050,-136.23343,-8.58227,-0.37028,0.07649,0.01028,0.92570,
06.17 13:17:18,577139,1.77650,-0.15323,9.30866,0.17790,0.03515,-0.53902,36.33728,-12.11243,28.86047,-2.02129,-136.43295,-8.56845,-0.36878,0.07589,0.01139,0.92634,
06.17 13:17:18,577140,1.91057,-0.17717,9.37569,0.14275,-0.03941,-0.62744,34.39331,-11.36475,28.11279,-1.88924,-136.69948,-8.57736,-0.36671,0.07556,0.01231,0.92718,
06.17 13:17:18,577141,1.75256,-0.11971,9.42837,0.14914,-0.18003,-0.74249,34.39331,-11.36475,28.11279,-1.72044,-137.09349,-8.66190,-0.36360,0.07575,0.01368,0.92836,
06.17 13:17:18,577142,1.41258,0.06704,9.50498,0.02663,-0.24288,-0.77977,35.73914,-10.31799,29.45862,-1.60720,-137.41862,-8.78089,-0.36100,0.07640,0.01477,0.92930,
06.17 13:17:18,577143,1.07260,0.07661,9.51456,-0.13955,-0.29934,-0.78297,34.69238,-12.56104,28.71094,-1.57789,-137.79514,-8.94674,-0.35791,0.07770,0.01527,0.93038,
06.17 13:17:18,577144,0.89543,-0.12450,9.52413,-0.20453,-0.27058,-0.69881,33.79517,-10.76660,27.51465,-1.61469,-138.18332,-9.12830,-0.35466,0.07934,0.01528,0.93148,
06.17 13:17:18,577145,0.95768,-0.28252,9.54329,-0.08948,-0.33875,-0.59442,35.44006,-12.41150,28.86047,-1.63273,-138.48112,-9.30623,-0.35216,0.08088,0.01547,0.93229,
06.17 13:17:18,577146,1.11091,-0.44053,9.52413,0.00746,-0.33130,-0.37604,35.44006,-12.41150,28.86047,-1.60274,-138.73769,-9.53153,-0.35001,0.08266,0.01623,0.93293,
06.17 13:17:18,577147,1.17316,-0.53630,9.44752,0.01278,-0.29721,-0.19601,34.39331,-11.36475,26.91650,-1.56924,-138.81070,-9.69142,-0.34939,0.08387,0.01694,0.93305,
06.17 13:17:18,577148,1.41258,-0.40223,9.35175,-0.05752,-0.22264,-0.17896,34.39331,-12.26196,28.71094,-1.55727,-138.84459,-9.83179,-0.34907,0.08498,0.01744,0.93305,
06.17 13:17:18,577149,1.64242,-0.06225,9.26556,-0.20453,-0.15659,-0.34195,34.39331,-12.26196,28.71094,-1.61485,-138.95090,-9.95759,-0.34811,0.08619,0.01728,0.93330,
06.17 13:17:18,577150,1.68552,0.25379,9.22246,-0.31532,-0.13103,-0.51133,33.79517,-11.36475,28.11279,-1.70366,-139.11232,-10.03204,-0.34670,0.08709,0.01666,0.93376,
06.17 13:17:18,577151,1.63763,0.35913,9.18416,-0.44954,-0.12890,-0.61040,34.09424,-13.15918,30.20630,-1.85601,-139.37401,-10.10863,-0.34442,0.08821,0.01545,0.93451,
06.17 13:17:18,577152,1.68552,-0.00958,9.44273,-0.54009,-0.00746,-0.59122,34.54285,-13.00964,29.45862,-2.10724,-139.68671,-10.17405,-0.34165,0.08954,0.01336,0.93544,
06.17 13:17:18,577153,1.77171,-0.47884,9.61511,-0.44848,0.19920,-0.46126,32.00073,-12.86011,28.41187,-2.32289,-139.92729,-10.12165,-0.33954,0.08978,0.01125,0.93621,
06.17 13:17:18,577154,1.81002,-0.79966,9.73004,-0.24608,0.38989,-0.32278,32.00073,-12.86011,28.41187,-2.50147,-140.12952,-9.92904,-0.33783,0.08875,0.00906,0.93695,
06.17 13:17:18,577155,1.74777,-0.61770,9.81623,-0.11079,0.45380,-0.28762,35.58960,-13.75732,29.30908,-2.55086,-140.23380,-9.71903,-0.33703,0.08719,0.00795,0.93740,
06.17 13:17:18,577156,1.61848,-0.24900,9.97903,-0.15127,0.46552,-0.25034,34.39331,-10.76660,28.11279,-2.58188,-140.33727,-9.46720,-0.33626,0.08523,0.00687,0.93786,
06.17 13:17:18,577157,1.29766,-0.15323,10.00776,-0.21518,0.42184,-0.17790,33.34656,-12.41150,28.26233,-2.68025,-140.41740,-9.19858,-0.33565,0.08332,0.00521,0.93827,
06.17 13:17:18,577158,1.09654,-0.18196,9.88326,-0.17577,0.36858,-0.11292,33.49609,-13.45825,28.11279,-2.76697,-140.45160,-8.98864,-0.33540,0.08186,0.00385,0.93849,
06.17 13:17:18,577159,1.10133,-0.25857,9.71088,-0.06179,0.22371,-0.09587,33.34656,-13.60779,28.56140,-2.82130,-140.45284,-8.82446,-0.33542,0.08068,0.00292,0.93859,
06.17 13:17:18,577160,1.27850,-0.31125,9.52892,0.13529,0.11931,-0.26845,35.44006,-13.60779,27.36511,-2.78590,-140.50441,-8.72641,-0.33506,0.07977,0.00289,0.93880,
06.17 13:17:18,577161,1.33118,-0.17238,9.36612,0.29721,0.09055,-0.59335,34.84192,-12.71057,27.66418,-2.61693,-140.69188,-8.67749,-0.33366,0.07889,0.00400,0.93937,
06.17 13:17:18,577162,1.24977,-0.05267,9.13148,0.49428,0.06924,-1.07166,34.84192,-12.71057,27.66418,-2.26502,-141.19260,-8.65118,-0.32980,0.07767,0.00646,0.94083,
06.17 13:17:18,577163,1.16358,-0.03352,9.05966,0.46765,-0.05752,-1.36354,34.09424,-13.15918,28.41187,-1.91674,-141.76616,-8.67590,-0.32532,0.07692,0.00901,0.94242,
06.17 13:17:18,577164,1.09176,-0.28730,9.13627,0.21944,-0.14914,-1.43704,33.34656,-13.30872,27.66418,-1.60491,-142.50623,-8.75623,-0.31941,0.07677,0.01131,0.94443,
06.17 13:17:18,577165,1.27850,-0.75657,9.30866,0.03728,-0.15872,-1.27086,35.29053,-13.75732,27.21558,-1.41402,-143.27434,-8.87724,-0.31316,0.07732,0.01270,0.94645,
06.17 13:17:18,577166,1.71904,-1.22104,9.41400,0.03941,-0.03196,-1.20801,31.40259,-15.55176,27.81372,-1.28640,-143.90143,-8.94617,-0.30804,0.07762,0.01352,0.94809,
06.17 13:17:18,577167,2.03507,-1.53708,9.48583,0.00852,0.13209,-1.30921,31.40259,-15.55176,27.81372,-1.14226,-144.67813,-8.91303,-0.30172,0.07705,0.01410,0.95016,
06.17 13:17:18,577168,2.04944,-1.58975,9.58160,0.10440,0.13529,-1.52439,33.64563,-14.20593,27.96326,-0.99847,-145.34677,-8.85432,-0.29628,0.07627,0.01470,0.95192,
06.17 13:17:18,577169,1.84832,-1.43652,9.95988,0.19175,0.20773,-1.80243,32.89795,-13.45825,29.30908,-0.76306,-146.23567,-8.77697,-0.28906,0.07515,0.01587,0.95421,
06.17 13:17:18,577170,1.55144,-1.04866,10.25676,0.35367,0.40160,-1.93772,32.89795,-13.45825,29.30908,-0.38269,-147.44069,-8.58272,-0.27930,0.07276,0.01778,0.95726,
06.17 13:17:18,577171,1.45089,-0.59376,10.40041,0.31425,0.51026,-1.84184,32.74841,-14.80408,27.66418,-0.05914,-148.35696,-8.34702,-0.27189,0.07016,0.01935,0.95955,
06.17 13:17:18,577172,1.35512,-0.05267,10.58237,0.08416,0.52518,-1.52759,33.34656,-15.40222,30.35583,0.18923,-149.24831,-8.05272,-0.26461,0.06727,0.02021,0.96178,
06.17 13:17:18,577173,1.26414,0.38786,10.68293,-0.18323,0.41226,-1.05248,31.40259,-14.65454,27.81372,0.26684,-149.97403,-7.76591,-0.25860,0.06481,0.01979,0.96359,
06.17 13:17:18,577174,1.31202,0.57461,10.66856,-0.39308,0.26951,-0.67538,33.19702,-15.25269,28.71094,0.16655,-150.38835,-7.57419,-0.25508,0.06349,0.01828,0.96464,
06.17 13:17:18,577175,1.64242,0.52672,10.49618,-0.64981,0.13529,-0.52624,33.19702,-15.25269,28.71094,-0.13074,-150.71548,-7.44031,-0.25218,0.06306,0.01530,0.96548,
06.17 13:17:18,577176,1.91536,0.32561,10.30943,-0.74355,0.11398,-0.54328,32.59888,-15.25269,27.81372,-0.44681,-150.93433,-7.37994,-0.25017,0.06328,0.01238,0.96603,
06.17 13:17:18,577177,2.03028,-0.03831,10.17536,-0.72758,0.09907,-0.63809,33.19702,-15.55176,25.72021,-0.81609,-151.21404,-7.32013,-0.24762,0.06360,0.00898,0.96671,
06.17 13:17:18,577178,1.78607,-0.55545,10.09395,-0.57950,0.16405,-0.83623,33.19702,-15.55176,25.72021,-1.18366,-151.64883,-7.23884,-0.24376,0.06373,0.00547,0.96770,
06.17 13:17:18,577179,1.30245,-0.69432,9.93594,-0.46765,0.20347,-0.93317,33.34656,-15.70129,28.26233,-1.38003,-152.05603,-7.15402,-0.24023,0.06344,0.00340,0.96862,
06.17 13:17:18,577180,0.92416,-0.67516,9.81144,-0.43676,0.22584,-0.93956,33.19702,-16.44897,27.51465,-1.55590,-152.53391,-7.04336,-0.23612,0.06288,0.00142,0.96967,
06.17 13:17:18,577181,0.98162,-0.64643,9.61511,-0.41332,0.30254,-0.97898,33.19702,-16.74805,27.81372,-1.73068,-153.07379,-6.91238,-0.23149,0.06213,-0.00063,0.97084,
06.17 13:17:18,577182,1.01514,-1.13006,9.60554,-0.09374,0.30573,-1.14090,31.70166,-16.14990,27.81372,-1.80826,-153.61531,-6.75624,-0.22689,0.06096,-0.00189,0.97199,
06.17 13:17:19,577183,1.00078,-1.36469,9.56244,0.40800,0.25992,-1.35715,31.70166,-16.14990,27.81372,-1.58556,-154.40610,-6.58818,-0.22034,0.05909,-0.00074,0.97362,
06.17 13:17:19,577184,0.91937,-0.79009,9.60075,0.56139,0.31851,-1.39124,32.59888,-16.74805,28.41187,-1.24018,-155.06662,-6.45557,-0.21492,0.05731,0.00160,0.97494,
06.17 13:17:19,577185,0.58897,0.04788,9.63906,0.46446,0.30147,-1.24316,30.95398,-18.39294,25.86975,-0.87416,-155.76027,-6.29001,-0.20923,0.05524,0.00407,0.97629,
06.17 13:17:19,577186,0.30167,0.41180,9.70609,0.50067,0.28230,-1.11959,31.25305,-16.29944,27.66418,-0.50711,-156.42307,-6.12073,-0.20378,0.05316,0.00658,0.97754,
06.17 13:17:19,577187,0.03831,0.72305,9.62948,0.53583,0.27910,-1.10787,31.85120,-16.29944,27.36511,-0.14736,-156.99611,-5.96932,-0.19907,0.05128,0.00912,0.97860,
06.17 13:17:19,577188,-0.15323,0.88585,9.48104,0.51133,0.29508,-1.13025,32.15027,-15.40222,26.46790,0.21144,-157.57130,-5.80379,-0.19432,0.04930,0.01165,0.97963,
06.17 13:17:19,577189,-0.10534,0.93853,9.40921,0.51452,0.21305,-1.22932,31.25305,-17.79480,27.06604,0.59401,-158.24008,-5.64349,-0.18877,0.04737,0.01438,0.98077,
06.17 13:17:19,577190,0.16759,0.94810,9.41400,0.54328,0.11611,-1.40721,31.55212,-17.19666,27.66418,0.96209,-158.93156,-5.54257,-0.18300,0.04600,0.01708,0.98188,
06.17 13:17:19,577191,0.67516,0.75657,9.59117,0.60933,-0.01385,-1.54889,31.55212,-17.19666,27.66418,1.43913,-159.86952,-5.49366,-0.17515,0.04499,0.02073,0.98329,
06.17 13:17:19,577192,1.06303,0.56503,9.84017,0.61146,-0.05859,-1.57659,31.70166,-16.74805,27.51465,1.82940,-160.62083,-5.49147,-0.16885,0.04453,0.02378,0.98434,
06.17 13:17:19,577193,1.32639,0.18196,10.20409,0.56672,-0.02237,-1.53398,32.29980,-17.94434,27.81372,2.23973,-161.44736,-5.48147,-0.16190,0.04404,0.02697,0.98545,
06.17 13:17:19,577194,1.38385,-0.07661,10.37168,0.54009,0.07670,-1.41787,29.60815,-17.34619,26.91650,2.65669,-162.29968,-5.42773,-0.15472,0.04321,0.03016,0.98654,
06.17 13:17:19,577195,1.17795,-0.15323,10.33337,0.54968,0.18749,-1.34969,30.50537,-15.85083,27.51465,3.03647,-163.01901,-5.31210,-0.14865,0.04191,0.03302,0.98744,
06.17 13:17:19,577196,0.64165,-0.22984,10.15620,0.49215,0.26206,-1.28790,30.50537,-15.85083,27.51465,3.45801,-163.83354,-5.10427,-0.14174,0.03983,0.03610,0.98843,
06.17 13:17:19,577197,0.27294,-0.11013,10.02213,0.46659,0.24927,-1.27938,31.70166,-17.64526,28.71094,3.75616,-164.43138,-4.93097,-0.13664,0.03816,0.03826,0.98913,
06.17 13:17:19,577198,0.06704,0.11013,9.90721,0.43463,0.12357,-1.31773,29.45862,-14.20593,28.26233,4.06599,-165.10313,-4.77487,-0.13091,0.03668,0.04054,0.98987,
06.17 13:17:19,577199,0.03831,0.39265,9.89763,0.44102,-0.02237,-1.38910,29.45862,-14.20593,28.26233,4.42369,-165.94879,-4.67891,-0.12369,0.03577,0.04326,0.99072,
06.17 13:17:19,577200,0.09098,0.56503,10.12747,0.53583,-0.03941,-1.46900,29.60815,-16.14990,29.30908,4.72598,-166.63185,-4.64236,-0.11786,0.03540,0.04562,0.99133,
06.17 13:17:19,577201,0.65122,0.56024,10.29507,0.67751,0.08522,-1.57446,30.35583,-16.89758,28.56140,5.14533,-167.44026,-4.54708,-0.11096,0.03449,0.04891,0.99200,
06.17 13:17:19,577202,1.28808,0.55067,10.43872,0.55074,0.18642,-1.53078,29.01001,-17.34619,29.01001,5.59915,-168.34622,-4.36749,-0.10318,0.03291,0.05242,0.99272,
06.17 13:17:19,577203,1.57538,0.51715,10.63026,0.35473,0.23542,-1.29536,29.45862,-14.50500,28.26233,5.90144,-169.07701,-4.16776,-0.09685,0.03125,0.05466,0.99329,
06.17 13:17:19,577204,1.53708,0.59855,10.76433,0.25779,0.29827,-1.03544,29.45862,-14.50500,28.26233,6.14407,-169.76869,-3.91729,-0.09081,0.02922,0.05639,0.99382,
06.17 13:17:19,577205,1.29287,0.78051,10.64941,0.24714,0.39947,-0.95448,28.41187,-16.74805,28.71094,6.30294,-170.20813,-3.68468,-0.08694,0.02729,0.05748,0.99416,
06.17 13:17:19,577206,0.84755,0.99599,10.33816,0.23968,0.47830,-0.95448,28.41187,-15.85083,28.41187,6.47026,-170.67053,-3.37695,-0.08282,0.02473,0.05861,0.99451,
06.17 13:17:19,577207,0.21069,1.28329,9.85932,0.22158,0.45593,-0.95022,28.41187,-15.85083,28.41187,6.65666,-171.22363,-2.99047,-0.07787,0.02153,0.05986,0.99491,
06.17 13:17:19,577208,-0.23463,1.49877,9.53850,0.19814,0.33236,-0.92465,28.71094,-15.85083,29.30908,6.78754,-171.63556,-2.73479,-0.07419,0.01944,0.06076,0.99518,
06.17 13:17:19,577209,-0.64165,1.71425,9.28471,0.14275,0.12464,-0.90015,28.86047,-16.89758,29.45862,6.90778,-172.08954,-2.54909,-0.07017,0.01800,0.06162,0.99545,
06.17 13:17:19,577210,-0.87628,1.92973,9.10275,0.06179,-0.13103,-0.90761,28.86047,-17.49573,28.26233,6.99322,-172.59792,-2.48817,-0.06574,0.01769,0.06224,0.99572,
06.17 13:17:19,577211,-0.84276,2.08296,9.01178,0.00213,-0.34088,-0.98111,27.51465,-16.74805,28.41187,7.03410,-173.10191,-2.55530,-0.06140,0.01853,0.06255,0.99596,
06.17 13:17:19,577212,-0.52672,2.08774,9.06445,-0.06605,-0.55074,-1.12918,27.51465,-16.74805,28.41187,7.04932,-173.79474,-2.76650,-0.05549,0.02073,0.06267,0.99626,
06.17 13:17:19,577213,-0.08619,1.87705,9.27035,-0.05007,-0.61146,-1.20588,28.26233,-18.09387,29.15955,7.05423,-174.39041,-2.98709,-0.05043,0.02297,0.06270,0.99648,
06.17 13:17:19,577214,0.33519,1.59933,9.58160,-0.07563,-0.55500,-1.19203,27.81372,-16.44897,27.21558,7.06415,-175.06279,-3.22245,-0.04470,0.02539,0.06273,0.99669,
06.17 13:17:19,577215,0.54109,1.35033,9.84496,-0.16938,-0.46659,-1.07592,27.66418,-17.19666,29.75769,7.03452,-175.75690,-3.44096,-0.03877,0.02768,0.06239,0.99690,
06.17 13:17:19,577216,0.56503,1.22583,9.93594,-0.28656,-0.28230,-0.83836,26.16882,-16.59851,29.45862,6.94336,-176.27885,-3.57877,-0.03428,0.02919,0.06150,0.99708,
06.17 13:17:19,577217,0.48363,1.23541,9.86411,-0.37178,-0.09481,-0.63703,25.27161,-16.89758,28.86047,6.78723,-176.65894,-3.62249,-0.03096,0.02981,0.06006,0.99726,
06.17 13:17:19,577218,0.33519,1.40779,9.62948,-0.42824,-0.00213,-0.58590,26.61743,-17.94434,28.71094,6.56359,-176.99127,-3.59573,-0.02799,0.02981,0.05802,0.99746,
06.17 13:17:19,577219,0.19154,1.64242,9.40921,-0.42930,-0.07031,-0.67005,25.42114,-15.55176,28.71094,6.35069,-177.30934,-3.56998,-0.02516,0.02979,0.05608,0.99765,
06.17 13:17:19,577220,0.06704,1.84354,9.25598,-0.44422,-0.20240,-0.80854,25.42114,-15.55176,28.71094,6.10242,-177.77814,-3.60509,-0.02103,0.03037,0.05380,0.99786,
06.17 13:17:19,577221,-0.01437,1.81959,9.26077,-0.43676,-0.28975,-0.86713,26.31836,-17.34619,29.60815,5.90893,-178.18848,-3.68234,-0.01743,0.03127,0.05201,0.99799,
06.17 13:17:19,577222,0.19154,1.60890,9.34696,-0.38776,-0.33982,-0.90121,24.97253,-18.09387,28.26233,5.72001,-178.67146,-3.80570,-0.01323,0.03258,0.05025,0.99811,
06.17 13:17:19,577223,0.53151,1.32639,9.60075,-0.37071,-0.29827,-0.92998,25.12207,-17.34619,28.71094,5.53770,-179.21811,-3.94536,-0.00847,0.03405,0.04851,0.99820,
06.17 13:17:19,577224,0.79966,0.96726,9.89284,-0.34621,-0.19281,-0.90547,26.91650,-18.84155,28.11279,5.37792,-179.71529,-4.03002,-0.00413,0.03501,0.04697,0.99827,
06.17 13:17:19,577225,0.92416,0.73741,10.00776,-0.30680,0.04474,-0.86926,26.91650,-18.84155,28.11279,5.21203,179.72868,-4.01993,0.00077,0.03514,0.04536,0.99835,
06.17 13:17:19,577226,0.79009,0.73263,9.92636,-0.26419,0.19175,-0.87884,24.97253,-18.09387,27.66418,5.10173,179.32028,-3.91101,0.00440,0.03435,0.04428,0.99841,
06.17 13:17:19,577227,0.47884,0.79966,9.69173,-0.20453,0.22158,-0.91506,25.86975,-18.99109,27.36511,5.01015,178.85878,-3.74355,0.00852,0.03307,0.04336,0.99847,
06.17 13:17:19,577228,0.07183,1.00078,9.34696,-0.21838,0.15979,-1.01094,25.86975,-18.99109,27.36511,4.91756,178.26398,-3.55938,0.01380,0.03167,0.04240,0.99850,
06.17 13:17:19,577229,-0.18675,1.17795,9.26077,-0.19281,0.06179,-1.13238,24.22485,-19.73877,28.71094,4.84597,177.75049,-3.45459,0.01833,0.03094,0.04166,0.99848,
06.17 13:17:19,577230,-0.22984,1.32639,9.27514,-0.07244,-0.03622,-1.34117,24.22485,-19.43970,28.11279,4.81513,177.08640,-3.39153,0.02415,0.03062,0.04122,0.99839,
06.17 13:17:19,577231,-0.18675,1.36948,9.44273,0.15127,-0.07350,-1.62133,26.61743,-18.84155,27.21558,4.89767,176.20634,-3.34949,0.03181,0.03060,0.04172,0.99815,
06.17 13:17:19,577232,0.00958,1.11091,9.57681,0.34941,-0.07244,-1.82054,24.07532,-18.39294,27.66418,5.10339,175.26306,-3.30358,0.03999,0.03061,0.04327,0.99779,
06.17 13:17:19,577233,0.40701,0.64165,9.58638,0.40800,-0.05752,-1.83545,24.07532,-18.39294,27.66418,5.44378,174.06944,-3.23456,0.05031,0.03061,0.04595,0.99720,
06.17 13:17:19,577234,0.62728,0.30167,9.64863,0.26845,-0.01172,-1.66714,22.57996,-18.69202,26.76697,5.66627,173.20627,-3.16072,0.05780,0.03042,0.04769,0.99672,
06.17 13:17:19,577235,0.75178,0.06704,9.80186,0.02876,-0.01278,-1.37313,22.28088,-18.39294,27.36511,5.79287,172.38771,-3.07856,0.06492,0.03012,0.04862,0.99625,
06.17 13:17:19,577236,0.79966,0.05267,9.94073,-0.26632,0.03515,-1.02798,22.28088,-18.39294,27.36511,5.75238,171.63632,-2.99235,0.07150,0.02967,0.04812,0.99583,
06.17 13:17:19,577237,0.71347,0.24421,9.95509,-0.47085,0.11398,-0.87778,21.38367,-18.99109,27.06604,5.58806,171.18527,-2.90380,0.07550,0.02898,0.04664,0.99563,
06.17 13:17:19,577238,0.54588,0.52194,9.92636,-0.52837,0.20027,-0.84689,23.77625,-18.99109,27.06604,5.32178,170.74438,-2.76369,0.07946,0.02776,0.04432,0.99546,
06.17 13:17:19,577239,0.26336,0.93853,9.77792,-0.43037,0.21199,-1.01626,22.57996,-18.99109,27.06604,5.05631,170.21402,-2.58101,0.08420,0.02618,0.04202,0.99521,
06.17 13:17:19,577240,0.00479,1.20189,9.60075,-0.21625,0.15020,-1.27512,21.83228,-19.14063,27.21558,4.90901,169.59990,-2.42084,0.08963,0.02490,0.04073,0.99482,
06.17 13:17:19,577241,-0.01915,1.26893,9.39006,0.09374,0.00852,-1.59683,21.83228,-19.14063,27.21558,4.92657,168.66884,-2.28518,0.09776,0.02407,0.04079,0.99407,
06.17 13:17:19,577242,0.17717,1.12049,9.32781,0.14807,-0.09161,-1.74916,21.53320,-18.54248,29.30908,5.03129,167.83090,-2.23425,0.10502,0.02402,0.04157,0.99330,
06.17 13:17:19,577243,0.45490,0.71826,9.54329,0.08948,-0.16405,-1.72573,20.93506,-19.43970,27.51465,5.13905,166.86540,-2.21782,0.11337,0.02433,0.04232,0.99234,
06.17 13:17:19,577244,0.70868,0.22984,9.92157,-0.09161,-0.14168,-1.42639,21.83228,-19.73877,27.81372,5.18263,165.91631,-2.22848,0.12157,0.02482,0.04248,0.99135,
06.17 13:17:19,577245,0.79487,-0.17717,10.13226,-0.26632,-0.05220,-1.05461,20.63599,-18.24341,27.21558,5.10732,165.24568,-2.21882,0.12739,0.02490,0.04169,0.99065,
06.17 13:17:19,577246,0.69432,-0.44532,10.17057,-0.40906,0.06498,-0.72012,21.38367,-19.29016,28.26233,4.93148,164.78085,-2.16378,0.13147,0.02439,0.04014,0.99019,
06.17 13:17:19,577247,0.58897,-0.35434,10.07959,-0.47191,0.12357,-0.55074,21.23413,-19.43970,26.01929,4.67299,164.42993,-2.07103,0.13459,0.02341,0.03794,0.98989,
06.17 13:17:19,577248,0.57940,0.00000,10.15141,-0.34195,0.18216,-0.64981,20.33691,-19.14063,26.31836,4.46371,164.11926,-1.95317,0.13736,0.02225,0.03621,0.98960,
